threadNum,timeAll,timeP,timeC,timeW,timeS,timeUNV,timeUR,timeU,batch,numIter,numOrgVerts,numSimpVerts
16,0.419061900,-1.000000000,0.177646650,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.058651330,-1,-1,-1,1076858
1,1.490622000,-1.000000000,0.130341750,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.058442215,-1,-1,-1,1076858
2,0.809096850,-1.000000000,0.136763050,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.058336885,-1,-1,-1,1076858
32,0.430523550,-1.000000000,0.186019600,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.058393020,-1,-1,-1,1076858
4,0.489960900,-1.000000000,0.144728150,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.059587120,-1,-1,-1,1076858
64,2.709460500,-1.000000000,0.358529000,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.065399615,-1,-1,-1,1076858
8,0.322304900,-1.000000000,0.146107500,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.058603830,-1,-1,-1,1076858
