Algorithm,Dataset,Core,Eps,Batch,timeAll,timeP,timeC,timeW,timeS,timeUNV,timeUR,timeU,numIter,numOrgVerts,numSimpVerts
P-Weld,manu,8,0.10054,-1,0.240983750,0.179986300,0.024002175,0.007671720,0.014351750,-1.000000000,-1.000000000,0.001950734,-1,-1,1076858
P-Weld,manu,64,0.1000022,-1,2.512228000,2.210387500,0.025499380,0.001739693,0.022568315,-1.000000000,-1.000000000,0.001176279,-1,-1,1939081
P-Weld,manu,64,9.240,-1,2.367539500,2.074958000,0.025101640,0.000977249,0.022545200,-1.000000000,-1.000000000,0.001563105,-1,-1,2133906
P-Weld,manu,16,6.050,-1,0.276255800,0.211193450,0.016799945,0.003101437,0.011630975,-1.000000000,-1.000000000,0.002037885,-1,-1,2153399
P-Weld,manu,1,6.050,-1,0.821269750,0.772743450,0.027088420,0.006945650,0.011583610,-1.000000000,-1.000000000,0.008528552,-1,-1,2153399
P-Weld,manu,2,6.050,-1,0.440351500,0.390037200,0.020125005,0.004075852,0.011526530,-1.000000000,-1.000000000,0.004491544,-1,-1,2153399
P-Weld,manu,32,6.050,-1,0.386369450,0.308252950,0.017121655,0.003398071,0.011627995,-1.000000000,-1.000000000,0.002059017,-1,-1,2153399
P-Weld,manu,4,6.050,-1,0.248311200,0.198897050,0.017977285,0.003339458,0.011536005,-1.000000000,-1.000000000,0.003071223,-1,-1,2153399
P-Weld,manu,64,6.050,-1,1.402610500,1.106348500,0.024477655,0.000567152,0.023148300,-1.000000000,-1.000000000,0.000743252,-1,-1,2153399
P-Weld,manu,8,6.050,-1,0.152263450,0.104601400,0.016792255,0.003086553,0.011699430,-1.000000000,-1.000000000,0.001980233,-1,-1,2153399
P-Weld,stat,16,5.000,-1,1.427855000,1.289387000,0.039931820,0.007018511,0.026824460,-1.000000000,-1.000000000,0.006055385,-1,-1,4994780
P-Weld,stat,1,5.000,-1,1.942594500,1.830553500,0.063717635,0.016794935,0.027362565,-1.000000000,-1.000000000,0.019531845,-1,-1,4994780
P-Weld,stat,2,5.000,-1,1.044193000,0.930947300,0.046157220,0.009211903,0.026359240,-1.000000000,-1.000000000,0.010558610,-1,-1,4994780
P-Weld,stat,32,5.000,-1,0.752862050,0.554771500,0.039996615,0.007312796,0.026544565,-1.000000000,-1.000000000,0.006104806,-1,-1,4994780
P-Weld,stat,4,5.000,-1,0.589173800,0.478107850,0.041773770,0.007788592,0.026466420,-1.000000000,-1.000000000,0.007491264,-1,-1,4994780
P-Weld,stat,64,5.000,-1,2.904390500,2.225854000,0.037956445,0.002124092,0.034405490,-1.000000000,-1.000000000,0.001411454,-1,-1,4994780
P-Weld,stat,8,5.000,-1,0.357652450,0.245754350,0.039525725,0.006767709,0.026708580,-1.000000000,-1.000000000,0.006021558,-1,-1,4994780
P-Weld,stat,16,0.1795,-1,1.073378500,0.851818450,0.082636510,0.034877410,0.041810115,-1.000000000,-1.000000000,0.005915972,-1,-1,2502116
P-Weld,stat,1,0.1795,-1,3.830613500,3.634096500,0.148115400,0.086351600,0.042069800,-1.000000000,-1.000000000,0.019666375,-1,-1,2502116
P-Weld,stat,2,0.1795,-1,2.066675000,1.862602500,0.118865450,0.066156375,0.042008410,-1.000000000,-1.000000000,0.010670775,-1,-1,2502116
P-Weld,stat,32,0.1795,-1,1.822801500,1.576631000,0.082031300,0.034262080,0.041716685,-1.000000000,-1.000000000,0.006016790,-1,-1,2502116
P-Weld,stat,4,0.1795,-1,1.135423000,0.954327100,0.086488455,0.036992925,0.042002270,-1.000000000,-1.000000000,0.007466082,-1,-1,2502116
P-Weld,stat,64,0.1795,-1,7.598145500,6.760380000,0.060605685,0.012583595,0.045451240,-1.000000000,-1.000000000,0.002552423,-1,-1,2502116
P-Weld,stat,8,0.1795,-1,0.656126100,0.486778700,0.070302240,0.022366120,0.041965815,-1.000000000,-1.000000000,0.005942959,-1,-1,2502116
P-Weld,stat,64,7.500,-1,2.938959500,2.262537000,0.040715850,0.002092866,0.037192185,-1.000000000,-1.000000000,0.001416073,-1,-1,4950029
P-Weld,stat,64,0.10023,-1,6.788547000,6.098725000,0.044790835,0.005706953,0.036957675,-1.000000000,-1.000000000,0.002111549,-1,-1,4499027
P-Weld-Async,stat,64,7.500,-1,6.317734917,6.225396000,0.059454125,0.003032287,-1.000000000,-1.000000000,-1.000000000,0.029852505,-1,-1,4950029
P-Weld-Async,stat,64,0.10023,-1,2.419445279,2.303321500,0.082001140,0.004278224,-1.000000000,-1.000000000,-1.000000000,0.029844415,-1,-1,4499027
P-Weld-Async,stat,16,5.000,-1,1.184988922,1.095622000,0.053467305,0.007022827,-1.000000000,-1.000000000,-1.000000000,0.028876790,-1,-1,4994780
P-Weld-Async,stat,1,5.000,-1,1.948735735,1.824214500,0.076430120,0.018961835,-1.000000000,-1.000000000,-1.000000000,0.029129280,-1,-1,4994780
P-Weld-Async,stat,2,5.000,-1,1.025309005,0.926676800,0.059228630,0.010202921,-1.000000000,-1.000000000,-1.000000000,0.029200655,-1,-1,4994780
P-Weld-Async,stat,32,5.000,-1,2.207187456,2.116255000,0.054589795,0.007438097,-1.000000000,-1.000000000,-1.000000000,0.028904565,-1,-1,4994780
P-Weld-Async,stat,4,5.000,-1,0.564961931,0.472870050,0.055056215,0.007953581,-1.000000000,-1.000000000,-1.000000000,0.029082085,-1,-1,4994780
P-Weld-Async,stat,64,5.000,-1,2.096579827,2.023499000,0.041797435,0.001593807,-1.000000000,-1.000000000,-1.000000000,0.029689585,-1,-1,4994780
P-Weld-Async,stat,8,5.000,-1,0.334195113,0.246216500,0.052307990,0.006841659,-1.000000000,-1.000000000,-1.000000000,0.028828965,-1,-1,4994780
P-Weld-Async,stat,16,0.1795,-1,1.533731395,1.366722000,0.103412105,0.034840035,-1.000000000,-1.000000000,-1.000000000,0.028757255,-1,-1,2502116
P-Weld-Async,stat,1,0.1795,-1,3.933780510,3.634932000,0.179771950,0.090086995,-1.000000000,-1.000000000,-1.000000000,0.028989565,-1,-1,2502116
P-Weld-Async,stat,2,0.1795,-1,2.103499255,1.858086500,0.146292600,0.070070805,-1.000000000,-1.000000000,-1.000000000,0.029049350,-1,-1,2502116
P-Weld-Async,stat,32,0.1795,-1,1.118151360,0.946852200,0.105915075,0.036669700,-1.000000000,-1.000000000,-1.000000000,0.028714385,-1,-1,2502116
P-Weld-Async,stat,4,0.1795,-1,1.131588680,0.955016350,0.109000535,0.038556165,-1.000000000,-1.000000000,-1.000000000,0.029015630,-1,-1,2502116
P-Weld-Async,stat,64,0.1795,-1,2.769996775,2.646493500,0.080796470,0.013169100,-1.000000000,-1.000000000,-1.000000000,0.029537705,-1,-1,2502116
P-Weld-Async,stat,8,0.1795,-1,0.632763855,0.488769300,0.092062535,0.023136815,-1.000000000,-1.000000000,-1.000000000,0.028795205,-1,-1,2502116
S-Weld,stat,64,0.10023,-1,7.877153000,-1.000000000,1.148227500,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.157656100,-1,-1,4499027
S-Weld,stat,16,5.000,-1,1.356220500,-1.000000000,0.307070300,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.140026800,-1,-1,4994780
S-Weld,stat,1,5.000,-1,2.197663000,-1.000000000,0.258050550,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.140238050,-1,-1,4994780
S-Weld,stat,2,5.000,-1,1.217334500,-1.000000000,0.261333350,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.140043100,-1,-1,4994780
S-Weld,stat,32,5.000,-1,2.506285000,-1.000000000,0.383714500,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.141044850,-1,-1,4994780
S-Weld,stat,4,5.000,-1,0.751467500,-1.000000000,0.268700600,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.141131400,-1,-1,4994780
S-Weld,stat,64,5.000,-1,5.331216500,-1.000000000,1.226013500,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.157687800,-1,-1,4994780
S-Weld,stat,8,5.000,-1,0.514306550,-1.000000000,0.272717600,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.142244250,-1,-1,4994780
S-Weld,stat,16,0.1795,-1,1.860182500,-1.000000000,0.466602600,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.143333550,-1,-1,2502116
S-Weld,stat,1,0.1795,-1,4.110992500,-1.000000000,0.363909050,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.141931900,-1,-1,2502116
S-Weld,stat,2,0.1795,-1,2.267311500,-1.000000000,0.379818100,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.142554500,-1,-1,2502116
S-Weld,stat,32,0.1795,-1,1.897066000,-1.000000000,0.496354400,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.143213100,-1,-1,2502116
S-Weld,stat,4,0.1795,-1,1.352872500,-1.000000000,0.397321450,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.142604200,-1,-1,2502116
S-Weld,stat,64,0.1795,-1,7.856783000,-1.000000000,1.003585250,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.162392450,-1,-1,2502116
S-Weld,stat,8,0.1795,-1,0.881124400,-1.000000000,0.401364000,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.143458200,-1,-1,2502116
S-Weld,stat,64,7.500,-1,7.345525500,-1.000000000,1.172868500,-1.000000000,-1.000000000,-1.000000000,-1.000000000,0.161608200,-1,-1,4950029
